index,page,ID,title,kind,url,metascore,critic_count,critic_count_positive,critic_count_mixed,critic_count_negative,userscore,user_count,user_count_positive,user_count_mixed,user_count_negative,developer,publisher,record_label,platform,release_date,rating,esrb,esrb_reason,runtime,genre,cast,show_type,summary
14,10,tv_durham-county,Durham County,tv show,http://www.metacritic.com/tv/durham-county,68,5,3,2,0,8.3,4,1,0,0,NA,The Movie Network,NA,NA,"May  7, 2007",NA,NA,NA,60,"[u'Drama', u'Movie/Mini-Series']",NA,Ended,Mike Sweeney moves his family to Durham County after his partner is murdered. Sweeney is sure that his next-door neighbor is the serial killer responsible for the deaths of two teenage girls as...
15,10,tv_human-trafficking,Human Trafficking,tv show,http://www.metacritic.com/tv/human-trafficking,54,14,6,4,4,9.4,88,64,1,2,NA,Lifetime,NA,NA,"Oct 24, 2005",NA,NA,NA,120,"[u'Drama', u'Movie/Mini-Series']",NA,Mini-Series,Oscar winner Mira Sorvino stars as NYPD detective Kate Morozov in this two-part Lifetime telefilm.  Morozov joins the United States Immigration and Customs Enforcement (ICE) and teams up with Bill...
16,10,tv_the-girl,The Girl,tv show,http://www.metacritic.com/tv/the-girl,66,21,13,7,1,NA,0,0,0,0,NA,HBO,NA,NA,"Oct 20, 2012",NA,NA,NA,60,"[u'Drama', u'Movie/Mini-Series']",NA,New Series,Alfred Hitchcock's (Toby Jones) obsession with actress Tippi Hedren (Sienna Miller) during the filming of The Birds and Marnie is explored in this biopic.
17,10,tv_ethel,Ethel,tv show,http://www.metacritic.com/tv/ethel,67,12,9,2,1,NA,0,0,0,0,NA,HBO,NA,NA,"Oct 18, 2012",NA,NA,NA,60,"[u'Movie/Mini-Series', u'News/Documentary']",NA,TV Movie,"Rory Kennedy chronicles the life of her mother, Ethel Kennedy through family pictures, home movies, news footage, and interviews."
18,10,tv_steel-magnolias,Steel Magnolias,tv show,http://www.metacritic.com/tv/steel-magnolias,75,15,12,3,0,NA,0,0,0,0,NA,Lifetime,NA,NA,"Oct  7, 2012",NA,NA,NA,120,"[u'Drama', u'Movie/Mini-Series']",NA,TV Movie,"Queen Latifah, Phylicia Rashad, Jill Scott,  and Alfre Woodard star in this remake of the 1989 film (and the 1987 play)."
19,10,tv_the-crimson-petal-and-the-white,The Crimson Petal and The White,tv show,http://www.metacritic.com/tv/the-crimson-petal-and-the-white,64,11,6,5,0,NA,0,0,0,0,NA,BBC-2,NA,NA,"Sep 10, 2012",NA,NA,NA,60,"[u'Drama', u'Movie/Mini-Series']",NA,New Series,The heir (Chris O'Dowd) to a perfume business begins an affair with a prostitute named Sugar (Romola Garai) in Victorian London in this British four-part adaptation of Michel Faber's novel airing...
20,11,tv_fatal-honeymoon,Fatal Honeymoon,tv show,http://www.metacritic.com/tv/fatal-honeymoon,53,4,1,3,0,NA,0,0,0,0,NA,Lifetime,NA,NA,"Aug 25, 2012",NA,NA,NA,120,"[u'Drama', u'Movie/Mini-Series']",NA,TV Movie,"A year after Tina Watson (Amber Clayton) drowned during her honeymoon in Australia, her husband Gabe (Billy Miller) stands accused of murder in this TV movie based on a true story."
21,11,tv_about-face-supermodels-then-and-now,About Face: Supermodels Then and Now,tv show,http://www.metacritic.com/tv/about-face-supermodels-then-and-now,72,10,8,2,0,NA,0,0,0,0,NA,HBO,NA,NA,"Jul 30, 2012",NA,NA,NA,60,"[u'Movie/Mini-Series', u'News/Documentary']",NA,TV Movie,"The Timothy Greenfield-Sanders documentary interviewed former supermodels such as Carmen Dell'Orefice, Jerry Hall, Beverly Johnson, and Isabella Rossellini about the modeling industry and the idea..."
22,11,tv_vito,Vito,tv show,http://www.metacritic.com/tv/vito,81,6,6,0,0,NA,0,0,0,0,NA,HBO,NA,NA,"Jul 23, 2012",NA,NA,NA,60,"[u'Movie/Mini-Series', u'News/Documentary']",NA,TV Movie,"Jeffrey Schwartz's 2011 documentary examines the life of AIDS and gay rights activist Vito Russo, who also wrote ""The Celluloid Closet,""  his 1981 book about LGBT depiction in film."
23,11,tv_blue-lagoon-the-awakening,Blue Lagoon: The Awakening,tv show,http://www.metacritic.com/tv/blue-lagoon-the-awakening,50,5,2,1,2,NA,0,NA,NA,NA,NA,Lifetime,NA,NA,"Jun 16, 2012",NA,NA,NA,120,"[u'Drama', u'Movie/Mini-Series']",NA,TV Movie,The remake of the 1980 film starring Brooke Shields and Christopher Atkins has Emma (Indiana Evans) and Dean (Brenton Thwaites) stranded on a deserted island while on a school trip to the Caribbean.
24,11,tv_hemingway-and-gellhorn,Hemingway and Gellhorn,tv show,http://www.metacritic.com/tv/hemingway-and-gellhorn,54,22,10,7,5,5.8,4,1,0,1,NA,HBO,NA,NA,"May 28, 2012",NA,NA,NA,12:00 AM,"[u'Drama', u'Movie/Mini-Series']",NA,TV Movie,The romance between Ernest Hemingway (Clive Owen) and novelist/war correspondent Martha Gellhorn (Nicole Kidman) is depicted in this HBO movie.
25,11,tv_hatfields-mccoys,Hatfields & McCoys,tv show,http://www.metacritic.com/tv/hatfields-mccoys,68,20,11,9,0,7.6,16,4,1,2,NA,The History Channel,NA,NA,"May 28, 2012",NA,NA,NA,60,"[u'Drama', u'Movie/Mini-Series']",NA,Mini-Series,"The story behind the decades long feud between the families headed up by ""Devil"" Anse Hatfield (Kevin Costner) and Randall McCoy (Bill Paxton) is dramatized in this three-part mini-series."
26,11,tv_the-weight-of-the-nation,The Weight of the Nation,tv show,http://www.metacritic.com/tv/the-weight-of-the-nation,81,6,6,0,0,3.5,6,1,0,2,NA,HBO,NA,NA,"May 14, 2012",NA,NA,NA,60,"[u'Movie/Mini-Series', u'News/Documentary']",NA,TV Movie,The four-part documentary looks at the causes and possible solutions to stop the growing numbers of obese Americans.
27,11,tv_titanic,Titanic,tv show,http://www.metacritic.com/tv/titanic,51,10,2,8,0,3.5,11,2,0,2,NA,ABC,NA,NA,"Apr 14, 2012",NA,NA,NA,60,"[u'Drama', u'Movie/Mini-Series']",NA,Mini-Series,The story of the people on the Titanic is retold in this miniseries by Julian Fellowes of Downton Abbey fame.
28,11,tv_the-loving-story,The Loving Story,tv show,http://www.metacritic.com/tv/the-loving-story,81,7,7,0,0,NA,0,NA,NA,NA,NA,HBO,NA,NA,"Feb 14, 2012",NA,NA,NA,60,"[u'Movie/Mini-Series', u'News/Documentary']",NA,TV Movie,The story behind Richard and Mildred Loving's relationship and the impact of the landmark Loving vs. Virginia case that ended the ban against interracial marriage is the subject of this documentary.
29,11,tv_stephen-kings-bag-of-bones,Stephen King's Bag of Bones,tv show,http://www.metacritic.com/tv/stephen-kings-bag-of-bones,47,20,4,10,6,5.9,8,1,1,0,NA,A&E,NA,NA,"Dec 11, 2011",NA,NA,NA,120,"[u'Drama', u'Movie/Mini-Series']",NA,Mini-Series,This is an adaptation of the Stephen King novel about a novelist (Pierce Brosnan) who is haunted by his dead wife.
30,11,tv_the-take,The Take,tv show,http://www.metacritic.com/tv/the-take,80,5,4,1,0,6.5,8,2,1,0,NA,Encore,NA,NA,"Dec  2, 2011",NA,NA,NA,60,"[u'Drama', u'Movie/Mini-Series']",NA,New Series,"After being released from jail, Freddie Jackson (Tom Hardy) plans to utilize the connections he made there to join the criminal underworld in this adaptation of Martina Cole's novel."
31,11,tv_ricochet,Ricochet,tv show,http://www.metacritic.com/tv/ricochet,32,4,0,1,3,NA,0,0,0,0,NA,TNT,NA,NA,"Nov 30, 2011",NA,NA,NA,120,"[u'Drama', u'Movie/Mini-Series']",NA,TV Movie,"TNT's adaptation of Sandra Brown's novel sees Detective Duncan Hatcher (John Corbett) falling in love with Elise Laird (Julie Benz), who is married to a crooked judge (Gary Cole)."
32,12,tv_scott-turows-innocent,Scott Turow's Innocent,tv show,http://www.metacritic.com/tv/scott-turows-innocent,68,9,6,3,0,NA,0,0,0,0,NA,TNT,NA,NA,"Nov 29, 2011",NA,NA,NA,120,"[u'Drama', u'Movie/Mini-Series']",NA,TV Movie,The made-for-TV movie adaptation of Scott Turow's sequel to his 1987 novel Presumed Innocent picks up 20 years later where Rusty Sabich (Bill Pullman) is now a judge and again a suspect in the murder.
33,12,tv_vietnam-in-hd,Vietnam in HD,tv show,http://www.metacritic.com/tv/vietnam-in-hd,78,8,7,1,0,9.0,4,2,0,0,NA,The History Channel,NA,NA,"Nov  8, 2011",NA,NA,NA,60,"[u'Movie/Mini-Series', u'News/Documentary']",NA,Mini-Series,"New, unseen footage is included in the six-part mini-series about the Vietnam War narrated by Michael C. Hall."
34,12,tv_sing-your-song,Sing Your Song,tv show,http://www.metacritic.com/tv/sing-your-song,86,7,7,0,0,NA,0,0,0,0,NA,HBO,NA,NA,"Oct 17, 2011",NA,NA,NA,105,"[u'Movie/Mini-Series', u'News/Documentary']",NA,TV Movie,"The documentary about Harry Belafonte showcases not only his singing and acting career, but also his activism, including his involvement in the civil rights movement and social justice."
35,12,tv_five,Five,tv show,http://www.metacritic.com/tv/five,77,6,5,1,0,6.3,4,0,0,0,NA,Lifetime,NA,NA,"Oct 10, 2011",NA,NA,NA,120,"[u'Drama', u'Movie/Mini-Series']",NA,TV Movie,"The five short films with a cast that includes Patricia Clarkson, Bob Newhart, Ginnifer Goodwin, Rosario Dawson, Tony Shalhoub, Jeanne Tripplehorn, and Jeffrey Tambor focus on the impact of breast..."
36,12,tv_george-harrison-living-in-the-material-world,George Harrison: Living in the Material World,tv show,http://www.metacritic.com/tv/george-harrison-living-in-the-material-world,75,13,10,3,0,7.7,7,2,0,0,NA,HBO,NA,NA,"Oct  5, 2011",NA,NA,NA,215,"[u'Movie/Mini-Series', u'Reality', u'News/Documentary']",NA,TV Movie,"Martin Scorsese documentary focuses on the life of George Harrison, including growing up in Liverpool, The Beatles, and his life after the band with interviews and some never-before-seen footage."
37,12,tv_prohibition,Prohibition,tv show,http://www.metacritic.com/tv/prohibition,86,19,17,2,0,7.9,11,2,0,0,NA,PBS,NA,NA,"Oct  2, 2011",NA,NA,NA,60,"[u'Movie/Mini-Series', u'Reality', u'News/Documentary']",NA,Mini-Series,Ken Burns' latest documentary series focuses on the origins of the 18th Amendment and the eventual end of Prohibition.
38,12,tv_william-catherine-a-royal-romance,William & Catherine: A Royal Romance,tv show,http://www.metacritic.com/tv/william-catherine-a-royal-romance,53,8,2,4,2,NA,0,0,0,0,NA,Hallmark Channel,NA,NA,"Aug 27, 2011",NA,NA,NA,60,"[u'Drama', u'Movie/Mini-Series', u'Reality']",NA,Special Event,"Find out more about the blossoming romance between Kate Middleton and Prince William that ended up being one of the most celebrated weddings in all history. Before Princess Diana died, she left..."
39,12,tv_gloria-in-her-own-words,Gloria: In Her Own Words,tv show,http://www.metacritic.com/tv/gloria-in-her-own-words,79,5,5,0,0,NA,0,0,0,0,NA,HBO,NA,NA,"Aug 15, 2011",NA,NA,NA,61,"[u'Movie/Mini-Series', u'Reality', u'News/Documentary']",NA,TV Movie,"This portrait of Gloria Steinem, a feminist icon for more than 40 years, shows her as a fighter whose focus has been the fight for women's equal rights in the U.S. and around the world."
40,12,tv_theres-something-wrong-with-aunt-diane,There's Something Wrong With Aunt Diane,tv show,http://www.metacritic.com/tv/theres-something-wrong-with-aunt-diane,68,5,4,1,0,NA,0,1,0,0,NA,HBO,NA,NA,"Jul 25, 2011",NA,NA,NA,105,"[u'Movie/Mini-Series', u'News/Documentary']",NA,TV Movie,"On Sunday, July 26, 2009, Diane Schuler left a  campground in upstate New York where she was vacationing with her family and went towards her home in Long Island. She was driving with five young..."
41,12,tv_magic-beyond-words-the-jk-rowling-story,Magic Beyond Words: The J.K. Rowling Story,tv show,http://www.metacritic.com/tv/magic-beyond-words-the-jk-rowling-story,56,4,2,1,1,NA,0,1,0,0,NA,Lifetime,NA,NA,"Jul 18, 2011",NA,NA,NA,90,"[u'Drama', u'Movie/Mini-Series']",NA,TV Movie,J.K. Rowling's story of bringing the worldwide phenomenon on Harry Potter is finally brought to life! She began the story as a single mother on welfare and is now one the world's richest women. Get...
42,12,tv_the-curious-case-of-curt-flood,The Curious Case of Curt Flood,tv show,http://www.metacritic.com/tv/the-curious-case-of-curt-flood,84,4,4,0,0,NA,0,0,0,0,NA,HBO,NA,NA,"Jul 13, 2011",NA,NA,NA,90,"[u'Sports', u'Movie/Mini-Series', u'News/Documentary']",NA,TV Movie,Curt Flood fought against the MLB's Reserve Clause which led to a reform but ultimately destroyed his career.
43,12,tv_citizen-usa-a-50-state-road-trip,Citizen U.S.A.: A 50 State Road Trip,tv show,http://www.metacritic.com/tv/citizen-usa-a-50-state-road-trip,66,8,4,4,0,NA,0,0,0,0,NA,HBO,NA,NA,"Jul  4, 2011",NA,NA,NA,51,"[u'Movie/Mini-Series', u'Reality', u'News/Documentary']",NA,TV Movie,Director Alexandra Pelosi travels across America to attend naturalization ceremonies in all 50 states.
44,12,tv_south-riding,South Riding,tv show,http://www.metacritic.com/tv/south-riding,64,7,4,2,1,7.0,4,1,0,0,NA,BBC-1,NA,NA,"May  1, 2011",NA,NA,NA,60,"[u'Drama', u'Movie/Mini-Series']",NA,Ended,"The First World War is over, so Sarah Burton is returning to her home in Yorkshire after helping with the war effort in London.

A modern woman, her views are foreign to those of her friends. But..."
45,12,tv_beyond-the-blackboard,Beyond The Blackboard,tv show,http://www.metacritic.com/tv/beyond-the-blackboard,69,5,4,1,0,NA,0,NA,NA,NA,NA,CBS,NA,NA,"Apr 24, 2011",NA,NA,NA,100,"[u'Drama', u'Movie/Mini-Series']",NA,TV Movie,Inspired by a true story about a 24-year-old first-time teacher who works to make a difference in the lives of the homeless children she teaches in their shelter's classroom.
46,12,tv_cinema-verite,Cinema Verite,tv show,http://www.metacritic.com/tv/cinema-verite,74,23,14,9,0,6.3,6,0,0,0,NA,HBO,NA,NA,"Apr 23, 2011",NA,NA,NA,90,"[u'Drama', u'Movie/Mini-Series']",NA,TV Movie,"Based on the groundbreaking show from PBS, An American Family, producer Gavin Polone takes viewers behind-the-scenes with the family from the original show and looks into the making of the series."
47,13,tv_the-kennedys,The Kennedys,tv show,http://www.metacritic.com/tv/the-kennedys,50,24,5,14,5,6.0,11,2,2,2,NA,ReelzChannel,NA,NA,"Apr  3, 2011",NA,NA,NA,60,"[u'Drama', u'Movie/Mini-Series']",NA,Mini-Series,"Greg Kinnear has been cast as President John F. Kennedy, Barry Pepper will play Attorney General Robert Kennedy, Katie Holmes will play First Lady Jacqueline Kennedy and Tom Wilkinson will play..."
48,13,tv_lennon-naked,Lennon Naked,tv show,http://www.metacritic.com/tv/lennon-naked,32,6,0,3,3,NA,0,NA,NA,NA,NA,PBS,NA,NA,"Nov 21, 2010",NA,NA,NA,60,"[u'Drama', u'Movie/Mini-Series']",NA,New Series,"John Lennon's life, during the time of The Beatles' break up, is retold in a one-off drama by BBC Four and BBC HD.

He's played by Christopher Eccleston while Naoko Mori plays his wife Yoko Ono."
49,13,tv_any-human-heart,Any Human Heart,tv show,http://www.metacritic.com/tv/any-human-heart,54,6,3,1,2,8.0,5,1,1,0,NA,PBS,NA,NA,"Nov 30, 2009",NA,NA,NA,60,"[u'Drama', u'Movie/Mini-Series']",NA,New Series,"Logan Mountstuart is a writer with a very interesting life.

During his time he travelled a lot and a war, the death of a prime minister and the abdication of a king. But this is not what..."
0,0,tv_homeland-security-usa,Homeland Security USA,tv show,http://www.metacritic.com/tv/homeland-security-usa,47,6,0,6,0,5.8,9,3,0,2,NA,ABC,NA,NA,"Jan  6, 2009",NA,NA,NA,60,"[u'Reality', u'News/Documentary']",NA,Ended,"Shot in cooperation with the U.S. Department of Homeland Security, this ABC reality series documents the functions of United States border agencies and their efforts to stop illegal immigration and..."
1,0,tv_carrier,Carrier,tv show,http://www.metacritic.com/tv/carrier,74,12,8,4,0,9.3,15,6,0,0,NA,PBS,NA,NA,"Apr 27, 2008",NA,NA,NA,120,"[u'Reality', u'News/Documentary']",NA,Ended,"Expose yourself to the world of working on a nuclear aircraft carrier. Filmmakers immerse themselves in the microcosm that is life on the USS Nimitz, as they probe into the professional and person..."
2,7,tv_texas-ranch-house,Texas Ranch House,tv show,http://www.metacritic.com/tv/texas-ranch-house,58,9,5,2,2,6.4,43,23,9,7,NA,PBS,NA,NA,"May  1, 2006",NA,NA,NA,60,"[u'Reality', u'News/Documentary']",NA,New Series,The latest installment in PBSs popular House group of history series is Texas Ranch House.  Texas Ranch House  sends a family back in time to post-Civil War Texas where they experience the...
3,8,tv_this-american-life,This American Life,tv show,http://www.metacritic.com/tv/this-american-life,79,20,18,2,0,9.2,17,10,0,0,NA,Showtime,NA,NA,"Mar 22, 2007",NA,NA,NA,30,News/Documentary,NA,Ended,"The widely popular, award-winning Chicago Public Radio show of the same name debuted on the small screen on March 22, 2007 on Showtime. Drawing on compelling stories from everyday folks culled from..."
4,10,tv_mind-control-with-derren-brown,Mind Control with Derren Brown,tv show,http://www.metacritic.com/tv/mind-control-with-derren-brown,79,5,5,0,0,8.7,16,10,2,0,NA,Syfy,NA,NA,"Jul 26, 2007",NA,NA,NA,30,"[u'Reality', u'News/Documentary']",NA,Returning Series,"SciFi Channel introduces America to mentalist Derren Brown, the British sensation described as ""part James Bond, part Yoda"". Brown already has had numerous top rated shows in the UK and he now..."
5,15,tv_iconoclasts,Iconoclasts,tv show,http://www.metacritic.com/tv/iconoclasts,63,7,4,3,0,NA,0,1,0,1,NA,Sundance,NA,NA,"Nov 17, 2005",NA,NA,NA,60,News/Documentary,NA,New Series,"Debuting on the Sundance Channel, Iconoclasts joins some of today's most influential celebrities with the visionaries that inspire them. The result is a unique, intimate look at both provocative..."
6,16,tv_hopkins,Hopkins,tv show,http://www.metacritic.com/tv/hopkins,78,9,9,0,0,8.7,27,13,0,3,NA,ABC,NA,NA,"Jun 26, 2008",NA,NA,NA,60,News/Documentary,NA,New Series,Baltimore's John Hopkins Hospital is the setting for this documentary series that spotlights real-life drama inside a high-pressure hospital.
7,17,tv_dane-cooks-tourgasm,Dane Cook's Tourgasm,tv show,http://www.metacritic.com/tv/dane-cooks-tourgasm,33,9,0,4,5,2.6,52,7,3,33,NA,HBO,NA,NA,"Jun 11, 2006",NA,NA,NA,30,"[u'Reality', u'News/Documentary']",NA,Ended,"Welcome to the Dane Cook's Tourgasm Guide at TV.com.
Four stand-up comics hit the road to perform 20 shows in 30 days in this documentary series from HBO. The show reveals a behind the scenes look..."
8,18,tv_high-school-confidential,High School Confidential,tv show,http://www.metacritic.com/tv/high-school-confidential,70,14,11,3,0,NA,0,0,0,0,NA,WE,NA,NA,"Mar 10, 2008",NA,NA,NA,60,"[u'Reality', u'News/Documentary']",NA,New Series,"This WE tv reality show follows twelve different girls through a typical high school experience. They encounter sex, drugs, unplanned pregnancies, health concerns and more during their four years..."
9,23,tv_twentyfourseven,Twentyfourseven,tv show,http://www.metacritic.com/tv/twentyfourseven,33,6,0,1,5,5.0,50,17,1,17,NA,MTV,NA,NA,"Dec  6, 2006",NA,NA,NA,30,"[u'Reality', u'News/Documentary']",NA,New Series,"Twentyfourseven follows a group of seven guys who want to make it big in Hollywood.  23-year-old entrepreneur Greg Carney heads up the pack which also includes an actor, a record producer, a..."
10,26,tv_black-white,Black.  White.,tv show,http://www.metacritic.com/tv/black-white,62,22,11,9,2,6.4,109,61,9,23,NA,FX,NA,NA,"Mar  8, 2006",NA,NA,NA,60,"[u'Reality', u'News/Documentary']",NA,Ended,"In this new FX reality series, two families trade places to get a taste of how the other one lives.  The catch?  Through the use of extensive makeup, the African-American Sparks family from Atlanta..."
11,26,tv_the-hill,The Hill,tv show,http://www.metacritic.com/tv/the-hill,62,11,5,4,2,5.6,5,2,0,2,NA,Sundance,NA,NA,"Aug 23, 2006",NA,NA,NA,30,"[u'Reality', u'News/Documentary']",NA,New Series,Want a peek at real politics in America? Florida Congressman Robert Wexler opens his office doors to the cameras to expose the heated matters facing his constituents today. Directed by filmmaker...
12,27,tv_witness,Witness,tv show,http://www.metacritic.com/tv/witness,81,4,4,0,0,NA,0,NA,NA,NA,NA,HBO,NA,NA,"Nov  5, 2012",NA,NA,NA,60,News/Documentary,NA,New Series,"The HBO docuseries profiles three photojournalists as they work in Juarez, Mexico; South Sudan; Libya; and Rio de Janeiro."
13,27,tv_the-men-who-built-america,The Men Who Built America,tv show,http://www.metacritic.com/tv/the-men-who-built-america,61,4,2,2,0,NA,0,0,0,1,NA,The History Channel,NA,NA,"Oct 16, 2012",NA,NA,NA,60,"[u'Reality', u'News/Documentary']",NA,Mini-Series,"The docuseries tells of how Cornelius Vanderbilt, John D. Rockefeller, Andrew Carnegie, J. P. Morgan, and Henry Ford helped the country move into the industrial age after the Civil War."
14,27,tv_katie,Katie,tv show,http://www.metacritic.com/tv/katie,42,6,0,5,1,2.3,4,0,0,0,NA,ABC,NA,NA,"Sep 10, 2012",NA,NA,NA,60,"[u'Talk Shows', u'News/Documentary']",NA,New Series,Katie Couric returns to daytime television with a new talk show with Jessica Simpson as her first guest.
15,28,tv_ny-med,NY Med,tv show,http://www.metacritic.com/tv/ny-med,83,7,7,0,0,7.7,9,2,0,0,NA,ABC,NA,NA,"Jul 10, 2012",NA,NA,NA,60,News/Documentary,NA,On Hiatus / TBD,The latest hospital documentary from ABC takes a look at New York's Columbia and Weill Cornell Hospitals.
16,28,tv_final-witness,Final Witness,tv show,http://www.metacritic.com/tv/final-witness,52,6,3,2,1,7.3,4,0,0,0,NA,ABC,NA,NA,"Jun 27, 2012",NA,NA,NA,60,"[u'Reality', u'News/Documentary']",NA,On Hiatus / TBD,"The true crime series uses voice overs, interviews, and reenactments from the victim's point of view to examine murder cases."
17,28,tv_41,41,tv show,http://www.metacritic.com/tv/41,56,8,2,5,1,NA,0,0,0,0,NA,HBO,NA,NA,"Jun 14, 2012",NA,NA,NA,60,News/Documentary,NA,New Series,The life of the 41st president George H.W. Bush is the subject of the HBO documentary from Jeffrey Roth.
18,28,tv_push-girls,Push Girls,tv show,http://www.metacritic.com/tv/push-girls,78,11,9,2,0,4.6,5,0,0,0,NA,Sundance Channel,NA,NA,"Jun  4, 2012",NA,NA,NA,30,"[u'Reality', u'News/Documentary']",NA,New Series,"The Sundance reality show takes a look at the lives of Angela, Auti, Mia, and Tiphany, who pursue their dreams in Los Angeles despite the challenges of life in a wheelchair."
19,28,tv_the-announcement,The Announcement,tv show,http://www.metacritic.com/tv/the-announcement,77,6,5,1,0,NA,0,0,0,0,NA,ESPN,NA,NA,"Mar 11, 2012",NA,NA,NA,120,"[u'Sports', u'News/Documentary']",NA,TV Movie,Magic Johnson narrates the documentary about his life before and after he told the world he had contracted HIV and was retiring from basketball in 1991.
20,28,tv_on-death-row,On Death Row,tv show,http://www.metacritic.com/tv/on-death-row,78,6,5,1,0,NA,0,0,0,0,NA,Investigation Discovery,NA,NA,"Mar  9, 2012",NA,NA,NA,60,News/Documentary,NA,New Series,Werner Herzog interviews five inmates on death row about the crimes they committed and life in jail.
21,28,tv_on-freddie-roach,On Freddie Roach,tv show,http://www.metacritic.com/tv/on-freddie-roach,78,6,5,1,0,7.7,7,1,0,0,NA,HBO,NA,NA,"Jan 20, 2012",NA,NA,NA,60,"[u'Sports', u'Reality', u'News/Documentary']",NA,New Series,Boxing trainer Freddie roach is the subject of this documentary series produced by Peter Berg.
22,28,tv_paradise-lost-3-purgatory,Paradise Lost 3: Purgatory,tv show,http://www.metacritic.com/tv/paradise-lost-3-purgatory,71,4,3,1,0,NA,0,0,0,0,NA,HBO,NA,NA,"Jan 12, 2012",NA,NA,NA,90,News/Documentary,NA,TV Movie,"The third documentary from Joe Berlinger and Bruce Sinofsky about the ""West Memphis Three."" Damien Echols, Jason Baldwin, and Jessie Misskelley were convicted of killing three children in 1993...."
23,28,tv_rock-center-with-brian-williams,Rock Center with Brian Williams,tv show,http://www.metacritic.com/tv/rock-center-with-brian-williams,63,6,2,4,0,NA,0,0,0,0,NA,NBC,NA,NA,"Oct 31, 2011",NA,NA,NA,60,News/Documentary,NA,New Series,"Brian Williams hosts the live news magazine for NBC, which had its premiere moved up after the early cancellation of Playboy Club."
24,29,tv_dinosaur-revolution,Dinosaur Revolution,tv show,http://www.metacritic.com/tv/dinosaur-revolution,58,4,1,3,0,NA,0,1,0,0,NA,Discovery,NA,NA,"Sep  4, 2011",NA,NA,NA,30,"[u'Reality', u'News/Documentary']",NA,New Series,Get to know the interesting behaviors of prehistoric creatures through paleontological research and storytelling.
25,29,tv_george-w-bush-the-911-interview,George W. Bush: The 9/11 Interview,tv show,http://www.metacritic.com/tv/george-w-bush-the-911-interview,68,7,4,3,0,5.2,6,1,0,0,NA,National Geographic Channel,NA,NA,"Aug 28, 2011",NA,NA,NA,60,News/Documentary,NA,Special Event,"Get an exclusive, first-person insight into the former president's experience following the terrorist attacks of Sept. 11, 2001. President Bush recalls what he was thinking and feeling and what..."
26,29,tv_whisker-wars,Whisker Wars,tv show,http://www.metacritic.com/tv/whisker-wars,60,6,3,3,0,NA,0,1,0,0,NA,IFC,NA,NA,"Aug  5, 2011",NA,NA,NA,30,"[u'Reality', u'News/Documentary']",NA,Pilot,"A group of men from the National Beard and Mustache Championship in Bend, OR as compete to make it to the World Competition in Norway."
27,29,tv_bobby-fischer-against-the-world,Bobby Fischer Against The World,tv show,http://www.metacritic.com/tv/bobby-fischer-against-the-world,82,8,8,0,0,5.8,6,1,0,0,NA,HBO,NA,NA,"Jun  6, 2011",NA,NA,NA,93,"[u'Reality', u'News/Documentary']",NA,TV Movie,"Directed by Oscar nominee and Emmy winner Liz Garbus, explores the complex life of the troubled genius whose charisma and talent spurred a worldwide fascination with chess."
28,29,tv_gettysburg,Gettysburg,tv show,http://www.metacritic.com/tv/gettysburg,69,4,2,2,0,NA,0,NA,NA,NA,NA,History,NA,NA,"May 30, 2011",NA,NA,NA,90,"[u'Reality', u'News/Documentary']",NA,Special Event,"In the summer of 1863, over two years into our nation's Civil War, the Confederate Army of Northern Virginia, led by Robert E. Lee, crosses into Pennsylvania. They are followed by the Union's Army..."
29,29,tv_4th-and-forever,4th and Forever,tv show,http://www.metacritic.com/tv/4th-and-forever,45,4,0,4,0,NA,0,0,0,0,NA,Current TV,NA,NA,"May 26, 2011",NA,NA,NA,30,"[u'Sports', u'News/Documentary']",NA,New Series,"The Long Beach Polytechnic High School football team and the head coach, Raul Lara, who has led them for nearly 20 years with 100 wins in 9 seasons works through their 2010 season."
30,29,tv_human-planet,Human Planet,tv show,http://www.metacritic.com/tv/human-planet,77,4,3,1,0,7.7,7,4,0,1,NA,Discovery,NA,NA,"Apr 10, 2011",NA,NA,NA,60,News/Documentary,NA,New Series,"An epic yet intimate celebration of the incredible diversity of human life on the planet we call home. Experience a first-hand look at people living in unusual ways, from African tribes to Western..."
31,29,tv_his-way,His Way,tv show,http://www.metacritic.com/tv/his-way,75,5,5,0,0,NA,0,0,0,0,NA,HBO,NA,NA,"Apr  4, 2011",NA,NA,NA,90,News/Documentary,NA,TV Movie,"Film producer and manager, Jerry Weintraub, steps out from behind the camera and shares his five-decade Hollywood success story. The film uses archival footage, personal video and interviews to..."
32,29,tv_beyond-scared-straight,Beyond Scared Straight,tv show,http://www.metacritic.com/tv/beyond-scared-straight,84,4,4,0,0,NA,0,1,0,1,NA,A&E,NA,NA,"Jan 13, 2011",NA,NA,NA,60,News/Documentary,NA,Returning Series,Real convicts confront juvenile offenders with the horrors of life behind bars.
33,29,tv_wishful-drinking,Wishful Drinking,tv show,http://www.metacritic.com/tv/wishful-drinking,75,7,6,1,0,5.3,4,1,0,0,NA,HBO,NA,NA,"Dec 12, 2010",NA,NA,NA,60,"[u'Comedy', u'News/Documentary']",NA,Special Event,"Based on Carrie Fisher's hit autobiography, this stage performance will be filmed on June 25 at the South Orange Performing Arts Center (SOPAC) in South Orange, NJ, with interviews and stories from..."
