index,page,ID,title,kind,url,metascore,critic_count,critic_count_positive,critic_count_mixed,critic_count_negative,userscore,user_count,user_count_positive,user_count_mixed,user_count_negative,developer,publisher,record_label,platform,release_date,rating,esrb,esrb_reason,runtime,genre,cast,show_type,summary
34,29,tv_public-speaking,Public Speaking,tv show,http://www.metacritic.com/tv/public-speaking,75,9,5,4,0,7.8,4,2,0,0,NA,HBO,NA,NA,"Nov 22, 2010",NA,NA,NA,60,News/Documentary,NA,TV Movie,New York writer Fran Lebowitz talks about her many experiences and views of the world.
35,29,tv_top-gear-us,Top Gear (US),tv show,http://www.metacritic.com/tv/top-gear-us,72,5,3,2,0,4.2,56,13,4,14,NA,History,NA,NA,"Nov 21, 2010",NA,NA,NA,60,"[u'Talk Shows', u'Reality', u'News/Documentary']",NA,Returning Series,"Car enthusiasts won't want to miss this BBC-inspired reality show. Cars, celebrities, and comedy-could it get any better?"
36,29,tv_wartorn-1861-2010,Wartorn: 1861-2010,tv show,http://www.metacritic.com/tv/wartorn-1861-2010,82,9,9,0,0,NA,0,2,0,0,NA,HBO,NA,NA,"Nov 11, 2010",NA,NA,NA,90,News/Documentary,NA,TV Movie,This documentary film explores combat stress and post-traumatic stress in the military throughout American history.
37,30,tv_great-migrations,Great Migrations,tv show,http://www.metacritic.com/tv/great-migrations,77,10,8,2,0,NA,0,NA,NA,NA,NA,National Geographic Channel,NA,NA,"Nov  7, 2010",NA,NA,NA,60,News/Documentary,NA,New Series,This seven-part series takes viewers on a journey around the world to follow millions of different animals as they fight to survive.
38,30,tv_moguls-and-movie-stars-a-history-of-hollywood,Moguls and Movie Stars: A History of Hollywood,tv show,http://www.metacritic.com/tv/moguls-and-movie-stars-a-history-of-hollywood,79,5,4,1,0,NA,0,0,0,0,NA,TCM,NA,NA,"Oct 31, 2010",NA,NA,NA,30,News/Documentary,NA,New Series,Christopher Plummer is set to narrate this docu-series that tells the true stories behind the growth and success of the American movie industry.
39,30,tv_the-tenth-inning,The Tenth Inning,tv show,http://www.metacritic.com/tv/the-tenth-inning,76,13,11,2,0,9.0,4,0,0,0,NA,PBS,NA,NA,"Sep 28, 2010",NA,NA,NA,60,"[u'Reality', u'News/Documentary']",NA,New Series,"Ken Burns is back with his all new series ""The Tenth Inning,"" picking up where his previous series, ""Baseball,"" left off.  Burns invites viewers to travel back in time and learn about this great..."
40,30,tv_the-alzheimers-project,The Alzheimer's Project,tv show,http://www.metacritic.com/tv/the-alzheimers-project,75,10,7,3,0,NA,0,1,0,0,NA,HBO,NA,NA,"May 10, 2009",NA,NA,NA,60,"[u'Reality', u'News/Documentary']",NA,Mini-Series,"This series explores the devastation of Alzheimer's disease and the more than five million Americans that live with it everyday.A close look at groundbreaking discoveries made by top scientists, as..."
0,0,tv_random-1,Random 1,tv show,http://www.metacritic.com/tv/random-1,52,7,2,3,2,9.1,55,39,0,5,NA,A&E,NA,NA,"Nov  1, 2005",NA,NA,NA,60,Reality,NA,Ended,Random 1 features a crew of passionate Good Samaritans who search the streets all across America looking for people in need of a little help.  Each one-hour show the team gives a little nudge in...
1,5,tv_knight-school-with-coach-bobby-knight,Knight School with Coach Bobby Knight,tv show,http://www.metacritic.com/tv/knight-school-with-coach-bobby-knight,60,4,2,2,0,9.5,47,39,1,1,NA,ESPN,NA,NA,"Jan 30, 2006",NA,NA,NA,60,"[u'Sports', u'Reality']",NA,Ended,ESPN is working on a six-episode reality series following volatile basketball coach Bobby Knight and 16 basketball players as they vie  for a walk-on spot with Knights Division I Texas Tech team.
2,7,tv_mommas-boys,Momma's Boys,tv show,http://www.metacritic.com/tv/mommas-boys,19,12,0,2,10,4.6,16,0,0,0,NA,NBC,NA,NA,"Dec 16, 2008",NA,NA,NA,60,Reality,NA,New Series,Ryan Seacrest produces this NBC reality project featuring mothers in search of mates for their eligible bachelor sons.
3,9,tv_treasure-hunters,Treasure Hunters,tv show,http://www.metacritic.com/tv/treasure-hunters,41,13,2,4,7,5.9,47,25,1,10,NA,NBC,NA,NA,"Jun 18, 2006",NA,NA,NA,60,Reality,NA,Ended,Treasure Hunters is an exciting new adventure quest series featuring multi-player teams that will be sent off around the globe on a search for clues leading to the location of a hidden treasure....
4,10,tv_cheerleader-nation,Cheerleader Nation,tv show,http://www.metacritic.com/tv/cheerleader-nation,48,4,1,2,1,9.4,79,46,0,2,NA,Lifetime,NA,NA,"Mar 12, 2006",NA,NA,NA,60,Reality,NA,On Hiatus / TBD,"Being a teenager is hard, and being a parent of a teenager is harder, especially when you're part of the Lexington, Kentucky's Dunbar High School cheerleading squad. Find out what it takes to be a..."
5,10,tv_1-vs-100,1 vs 100,tv show,http://www.metacritic.com/tv/1-vs-100,54,11,2,8,1,7.3,26,15,3,3,NA,NBC,NA,NA,"Oct 13, 2006",NA,NA,NA,60,Reality,NA,Ended,"Welcome to the 1 vs. 100 guide at TV.com!1 vs. 100, hosted by Bob Saget (Full House, The Aristocrats), finds ordinary people competing against a Mob of 100. Some of the 100 are ordinary folks, just..."
6,14,tv_dice-undisputed,Dice Undisputed,tv show,http://www.metacritic.com/tv/dice-undisputed,43,4,0,2,2,7.3,12,5,0,3,NA,VH1,NA,NA,"Mar  4, 2007",NA,NA,NA,30,Reality,NA,Ended,"A new take on celebreality, this series marks the comeback of an early purveyor of hardcore comedy, Andrew Dice Clay. VH1 chronicles the comeback, as Dice and crew take on hosting a radio show,..."
7,15,tv_tabathas-salon-takeover,Tabatha's Salon Takeover,tv show,http://www.metacritic.com/tv/tabathas-salon-takeover,50,4,2,0,2,8.9,14,10,0,0,NA,Bravo,NA,NA,"Aug 21, 2008",NA,NA,NA,60,Reality,NA,Returning Series,Australian native Tabatha Coffey who appeared on Shear Genius stars in this spin-off on Bravo. Needy salons are the subjects of Tabatha's awesome makeover abilities.
8,20,tv_nyc-prep,NYC Prep,tv show,http://www.metacritic.com/tv/nyc-prep,42,8,0,6,2,1.4,29,2,0,8,NA,Bravo,NA,NA,"Jun 23, 2009",NA,NA,NA,60,Reality,NA,New Series,Love Gossip Girl? See how real Manhattan teens cope with a life of wealth and privilege in this brand new Bravo series. NYC Prep will chronicle the lives of six real teenagers growing up in...
9,22,tv_american-inventor,American Inventor,tv show,http://www.metacritic.com/tv/american-inventor,29,15,2,3,10,5.1,20,7,2,7,NA,ABC,NA,NA,"Mar 16, 2006",NA,NA,NA,60,Reality,NA,Ended,American Inventor is a show about the biggest search ever for America's best new invention. The show sets out to uncover the hottest new product each season and make one struggling inventor's dream...
10,22,tv_three-wishes,Three Wishes,tv show,http://www.metacritic.com/tv/three-wishes,39,19,4,4,11,8.3,21,15,0,1,NA,NBC,NA,NA,"Sep 23, 2005",NA,NA,NA,60,Reality,NA,Ended,"Christian and pop music star Amy Grant joins forces with helpers from the many TLC home improvement shows, to help out many deserving people all across America."
11,23,tv_tim-gunns-guide-to-style,Tim Gunn's Guide to Style,tv show,http://www.metacritic.com/tv/tim-gunns-guide-to-style,63,11,6,4,1,7.5,14,8,2,1,NA,Bravo,NA,NA,"Sep  6, 2007",NA,NA,NA,60,Reality,NA,New Series,"Move over Heidi Klum, everyone's favorite personality on Project Runway gets a chance to be at the helm of his own show. Using his book Tim Gunn: A Guide to Quality, Taste & Style as a point of..."
12,23,tv_farmer-wants-a-wife,Farmer Wants a Wife,tv show,http://www.metacritic.com/tv/farmer-wants-a-wife,31,14,0,4,10,7.5,16,9,0,3,NA,The CW,NA,NA,"Apr 30, 2008",NA,NA,NA,60,Reality,NA,Ended,"This reality series brings ten city girls together to compete for the love of one hunky American farm boy.

Farmer Wants a Wife is produced by FremantleMedia North America in association with..."
13,24,tv_million-dollar-listing,Million Dollar Listing,tv show,http://www.metacritic.com/tv/million-dollar-listing,50,7,1,3,3,3.9,16,5,1,5,NA,Bravo,NA,NA,"Aug 29, 2006",NA,NA,NA,60,Reality,NA,Returning Series,"Million Dollar Listing take a look at the high-end real estate market in California.  The show will follow two successful real estate companies, one located in Malibu and the other in Hollywood...."
14,25,tv_survival-of-the-richest,Survival of the Richest,tv show,http://www.metacritic.com/tv/survival-of-the-richest,32,6,0,3,3,7.4,16,9,0,4,NA,WB,NA,NA,"Mar 31, 2006",NA,NA,NA,60,Reality,NA,Ended,"SURVIVAL OF THE RICHEST pairs seven young rich people, worth a combined $3 billion, with seven poor young folks who carry a collective debt of $150,000. The group is forced to live together for six..."
15,26,tv_the-apprentice-martha-stewart,The Apprentice: Martha Stewart,tv show,http://www.metacritic.com/tv/the-apprentice-martha-stewart,42,6,0,5,1,4.1,17,5,0,10,NA,NBC,NA,NA,"Sep 21, 2005",NA,NA,NA,60,Reality,NA,Ended,"The goal of The Apprentice was to find the best business man or woman to join Donald Trump in his organization. Now, from the people who brought you The Apprentice, Survivor, The Contender, and The..."
16,27,tv_stylista,Stylista,tv show,http://www.metacritic.com/tv/stylista,57,15,7,6,2,NA,0,0,0,0,NA,The CW,NA,NA,"Oct 22, 2008",NA,NA,NA,60,Reality,NA,Ended,"From the creators of Project Runway and America's Next Top Model comes the fashion world's newest reality television creation - Stylista. In the series, eleven aspiring fashionistas face weekly..."
17,28,tv_kitchen-nightmares,Kitchen Nightmares,tv show,http://www.metacritic.com/tv/kitchen-nightmares,66,12,8,2,2,7.5,31,18,1,1,NA,FOX,NA,NA,"Sep 19, 2007",NA,NA,NA,60,Reality,NA,Returning Series,"Gordon Ramsay's British series gets made over for America. In this series, Ramsay will hit the road to help many a struggling restaurant find the path to success in just one week."
18,31,tv_tuesday-night-book-club,Tuesday Night Book Club,tv show,http://www.metacritic.com/tv/tuesday-night-book-club,31,13,1,4,8,4.6,51,18,2,22,NA,CBS,NA,NA,"Jun 13, 2006",NA,NA,NA,60,Reality,NA,Ended,Tuesday Night Book Club follows the lives of a group of real suburban housewives who meet each Tuesday night to dish on everything in their lives from sex to spouses and more.
19,32,tv_how-to-get-the-guy,How to Get the Guy,tv show,http://www.metacritic.com/tv/how-to-get-the-guy,26,8,0,2,6,7.2,37,21,1,8,NA,ABC,NA,NA,"Jun 12, 2006",NA,NA,NA,60,Reality,NA,Ended,"How to Get the Guy is an hour-long romantic reality show following the lives of four young San Francisco women looking for love. Each woman meets one of these molds: The Dreamer, The Girl Next..."
20,33,tv_principals-office,Principal's Office,tv show,http://www.metacritic.com/tv/principals-office,57,9,4,5,0,8.1,12,0,0,0,NA,truTV,NA,NA,"Aug 21, 2008",NA,NA,NA,30,Reality,NA,New Series,The challenges of being a school administrator are center stage in this truTV series.
21,33,tv_nashville,Nashville,tv show,http://www.metacritic.com/tv/nashville,38,13,3,1,9,7.3,12,5,0,2,NA,FOX,NA,NA,"Sep 14, 2007",NA,NA,NA,60,"[u'Soap', u'Reality']",NA,Ended,"This new ""docu-soap"" follows a group of people as they try to make it big in Nashville's music and social scenes. Participants include Jamey Johnson, Matt Jenkins, Lindsey Hager, Jeff Allen, Clint..."
22,36,tv_rollergirls,Rollergirls,tv show,http://www.metacritic.com/tv/rollergirls,59,10,6,2,2,7.1,23,13,0,4,NA,A&E,NA,NA,"Jan  2, 2006",NA,NA,NA,60,Reality,NA,New Series,"Meet the fearless females of Rollergirls.  Lux, Sister Mary Jane, Punky Bruiser, Miss Conduct, Venis Envy, Cha Cha, and the rest of the gang play tough in their quest for victory.  Traveling at..."
23,38,tv_americas-toughest-jobs,America's Toughest Jobs,tv show,http://www.metacritic.com/tv/americas-toughest-jobs,46,8,0,7,1,NA,0,NA,NA,NA,NA,NBC,NA,NA,"Aug 25, 2008",NA,NA,NA,60,Reality,NA,Ended,This NBC reality project spotlights the action and adventure found in this country's workforce. It is a competition series where each week 13 men and women must work on physically demanding jobs....
24,39,tv_who-do-you-think-you-are,Who Do You Think You Are?,tv show,http://www.metacritic.com/tv/who-do-you-think-you-are,53,15,5,8,2,7.6,12,0,0,0,NA,NBC,NA,NA,"Mar  5, 2010",NA,NA,NA,60,Reality,NA,Ended,"Based on a UK documentary series, this NBC offering will trace the family trees of well known celebrities. This glimpse into the personal lives of celebrities will also unearth interesting elements..."
25,41,tv_top-design,Top Design,tv show,http://www.metacritic.com/tv/top-design,67,11,6,5,0,4.7,28,6,7,8,NA,Bravo,NA,NA,"Jan 31, 2007",NA,NA,NA,60,Reality,NA,Returning Series,Bravo's latest reality competition pits 12 aspiring interior designers against each other in a quest to create the next Top Design. The contestants will live together in a plush Los Angeles loft...
26,41,tv_the-cho-show,The Cho Show,tv show,http://www.metacritic.com/tv/the-cho-show,44,11,2,4,5,5.5,4,0,1,0,NA,VH1,NA,NA,"Aug 21, 2008",NA,NA,NA,30,Reality,NA,Ended,Follow comedian Margaret Cho and see what really goes on in her crazy life.  Margaret Cho will assert her anything goes lifestyle and strive to continue to be herself in an industry that in the...
27,44,tv_spectacle-elvis-costello-with,Spectacle: Elvis Costello With...,tv show,http://www.metacritic.com/tv/spectacle-elvis-costello-with,74,13,12,1,0,8.9,8,4,0,0,NA,Sundance,NA,NA,"Dec  3, 2008",NA,NA,NA,60,"[u'Talk Shows', u'Reality']",NA,On Hiatus / TBD,"Spectacle: Elvis Costello With... fuses the best elements of talk radio and music television, inviting viewers to enjoy rare musical performances and intimate conversations between the..."
0,11,tv_threshold,Threshold,tv show,http://www.metacritic.com/tv/threshold,64,26,15,9,2,8.2,54,35,4,4,NA,CBS,NA,NA,"Sep 16, 2005",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,Molly Anne Caffrey (Carla Gugino) is a government contingency agent whose job is to create response plans for any possible worse-case scenario. One of her plans - THRESHOLD - is enacted by J.T....
1,11,tv_ghost-whisperer,Ghost Whisperer,tv show,http://www.metacritic.com/tv/ghost-whisperer,29,20,2,4,14,8.3,237,158,1,27,NA,CBS,NA,NA,"Sep 23, 2005",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"Melinda Gordon is a young newlywed with the unique ability to communicate with the earthbound spirits of people who have died, and who seek her help. Melinda uses her gift to relay significant..."
2,11,tv_stargate-universe,Stargate Universe,tv show,http://www.metacritic.com/tv/stargate-universe,61,9,4,5,0,5.9,420,65,10,95,NA,Syfy,NA,NA,"Oct  2, 2009",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"After the secret of the Stargate's ninth chevron is discovered, a team of explorers from Earth travels to the unmanned starship Destiny, which was launched by the Ancients hundreds of millenia ago..."
3,12,tv_caprica,Caprica,tv show,http://www.metacritic.com/tv/caprica,72,20,14,6,0,7.1,68,11,2,1,NA,Syfy,NA,NA,"Jan 22, 2010",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"Set 58 years prior to the events of Battlestar Galactica (2003), this prequel will explore the lives of two families: the Graystones - including father Daniel, a computer genius, mother Amanda, a..."
4,12,tv_flash-gordon,Flash Gordon,tv show,http://www.metacritic.com/tv/flash-gordon,35,13,1,5,7,2.2,56,7,1,27,NA,Syfy,NA,NA,"Aug 10, 2007",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"This series brings the famed comic strip character to the small screen for a contemporary look at his intergalactic adventures.

Flash Gordon was produced by Reunion Pictures and distributed..."
5,12,tv_bionic-woman,Bionic Woman,tv show,http://www.metacritic.com/tv/bionic-woman,57,28,12,8,8,5.3,92,31,9,27,"Laeta Kalogridis, David Eick",NBC,NA,NA,"Sep 26, 2007",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"Jaime Sommers is nothing but a hard-working woman juggling work as a bartender, the responsibility for the care of her younger sister, Becca, and her relationship with her boyfriend, Will. Although..."
6,12,tv_saving-hope,Saving Hope,tv show,http://www.metacritic.com/tv/saving-hope,49,16,3,12,1,4.6,12,1,1,2,NA,NBC,NA,NA,"Jun  7, 2012",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,New Series,The Canadian supernatural medical drama begins with Hope Zion's Chief of Surgery Charles Harris (Michael Shanks) in a coma after a car accident. He discovers he can move around the hospital in...
7,12,tv_the-fades,The Fades,tv show,http://www.metacritic.com/tv/the-fades,69,8,5,3,0,7.5,12,3,0,0,NA,BBC America,NA,NA,"Jan 14, 2012",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"Paul (Iain De Caestecker)has apocalyptic dreams and starts seeing spirits, known as the fades, which seek their way into the living world through him."
8,13,tv_grimm,Grimm,tv show,http://www.metacritic.com/tv/grimm,55,23,7,15,1,7.4,139,42,3,3,NA,NBC,NA,NA,"Oct 28, 2011",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Returning Series,Detective Nick Burkhardt (David Giuntoli) learns he descends from an ancient family who is in charge of keeping humans safe from creatures that were described in the Grimm's fairy tales.
9,13,tv_bedlam,Bedlam,tv show,http://www.metacritic.com/tv/bedlam,56,4,2,2,0,6.7,6,1,1,1,NA,Living,NA,NA,"Oct  1, 2011",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,New Series,"Before it was renovated, Bedlam Heights used to be an asylum, and its former residents are now haunting the new tenants."
10,13,tv_terra-nova,Terra Nova,tv show,http://www.metacritic.com/tv/terra-nova,64,28,16,11,1,5.9,259,51,15,38,NA,FOX,NA,NA,"Sep 26, 2011",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"In the year 2149, humankind seeks escape from the polluted Earth by traveling to the past to establish a new colony."
11,13,tv_alphas,Alphas,tv show,http://www.metacritic.com/tv/alphas,63,16,9,7,0,7.3,64,15,2,5,NA,Syfy,NA,NA,"Jul 11, 2011",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Returning Series,"A group of everyday people who possess uncanny neurological abnormalities is working for a secret government agency. This elite group is able to uncover what the CIA, FBI and Pentagon cannot or..."
12,13,tv_outcasts,Outcasts,tv show,http://www.metacritic.com/tv/outcasts,42,7,0,5,2,6.5,6,1,1,0,NA,BBC-1,NA,NA,"Jun 18, 2011",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"From the creator of Spooks come a new sci-fi drama set in 2040. Mankind have found a new, life-sustaining planet and they plan to start a new life."
